date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:05	41137/41137	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-a0b1%22	https://new.axilthemes.com/demo/template/abstrak/service-2.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-2.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:06	38819/38819	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97a3%22	https://new.axilthemes.com/demo/template/abstrak/service-design.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-design.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:06	33009/33009	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-80f1%22	https://new.axilthemes.com/demo/template/abstrak/portfolio.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/portfolio.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:06	35437/35437	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-8a6d%22	https://new.axilthemes.com/demo/template/abstrak/portfolio-2.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/portfolio-2.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:07	37882/37882	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-93fa%22	https://new.axilthemes.com/demo/template/abstrak/portfolio-3.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/portfolio-3.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:07	36067/36067	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-8ce3%22	https://new.axilthemes.com/demo/template/abstrak/portfolio-4.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/portfolio-4.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:07	36097/36097	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-8d01%22	https://new.axilthemes.com/demo/template/abstrak/portfolio-5.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/portfolio-5.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:07	32973/32973	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-80cd%22	https://new.axilthemes.com/demo/template/abstrak/single-portfolio.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-portfolio.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:08	38960/38960	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-9830%22	https://new.axilthemes.com/demo/template/abstrak/about-us.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/about-us.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:08	44570/44570	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-ae1a%22	https://new.axilthemes.com/demo/template/abstrak/our-office.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/our-office.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:08	33866/33866	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-844a%22	https://new.axilthemes.com/demo/template/abstrak/case-study.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/case-study.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:08	40042/40042	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-9c6a%22	https://new.axilthemes.com/demo/template/abstrak/single-case-study.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-case-study.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:08	40598/40598	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-9e96%22	https://new.axilthemes.com/demo/template/abstrak/team.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/team.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:09	28574/28574	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-6f9e%22	https://new.axilthemes.com/demo/template/abstrak/single-team.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-team.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:09	30391/30391	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-76b7%22	https://new.axilthemes.com/demo/template/abstrak/our-clients.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/our-clients.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:09	38593/38593	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-96c1%22	https://new.axilthemes.com/demo/template/abstrak/testimonial.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/testimonial.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:09	41484/41484	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-a20c%22	https://new.axilthemes.com/demo/template/abstrak/pricing-table.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/pricing-table.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:10	29324/29324	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-728c%22	https://new.axilthemes.com/demo/template/abstrak/typography.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/typography.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:10	17386/17386	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-43ea%22	https://new.axilthemes.com/demo/template/abstrak/404.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/404.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:10	9053/9053	---M--	200	added ('OK')	text/html	etag:%2262595801-235d%22	https://new.axilthemes.com/demo/template/abstrak/coming-soon.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/coming-soon.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:10	42020/42020	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-a424%22	https://new.axilthemes.com/demo/template/abstrak/blog.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/blog.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:11	49866/49866	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-c2ca%22	https://new.axilthemes.com/demo/template/abstrak/single-blog.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-blog.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:11	43918/43918	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-ab8e%22	https://new.axilthemes.com/demo/template/abstrak/single-blog-gallery.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-blog-gallery.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:11	47711/47711	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-ba5f%22	https://new.axilthemes.com/demo/template/abstrak/single-blog-video.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-blog-video.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:11	42996/42996	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-a7f4%22	https://new.axilthemes.com/demo/template/abstrak/single-blog-audio.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-blog-audio.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:12	42840/42840	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-a758%22	https://new.axilthemes.com/demo/template/abstrak/single-blog-quote.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/single-blog-quote.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:12	30310/30310	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-7666%22	https://new.axilthemes.com/demo/template/abstrak/contact.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/contact.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:13	74988/74988	---M--	200	added ('OK')	image/png	etag:%2262595801-124ec%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/banner/window.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/banner/window.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:13	7403/7403	---M--	200	added ('OK')	image/png	etag:%2262595801-1ceb%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/banner/chat-group.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/banner/chat-group.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:13	5438/5438	---M--	200	added ('OK')	image/png	etag:%2262595801-153e%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-39.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-39.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:14	9684/9684	---M--	200	added ('OK')	image/png	etag:%2262595801-25d4%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-38.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-38.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:14	227605/227605	---M--	200	added ('OK')	image/png	etag:%2262595801-37915%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/banner/laptop-poses.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/banner/laptop-poses.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:14	1584/1584	---M--	200	added ('OK')	image/png	etag:%2262595801-630%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-14.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-14.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:14	544/544	---M--	200	added ('OK')	image/png	etag:%2262595801-220%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-40.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-40.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:14	405/405	---M--	200	added ('OK')	image/png	etag:%2262595801-195%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-41.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-41.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:15	6524/6524	---M--	200	added ('OK')	image/png	etag:%2262595801-197c%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-1.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-1.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:15	5125/5125	---M--	200	added ('OK')	image/png	etag:%2262595801-1405%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-2.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-2.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:15	38829/38829	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97ad%22	https://new.axilthemes.com/demo/template/abstrak/service-development.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-development.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:16	5677/5677	---M--	200	added ('OK')	image/png	etag:%2262595801-162d%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-3.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-3.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:16	38839/38839	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97b7%22	https://new.axilthemes.com/demo/template/abstrak/service-marketing.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-marketing.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:16	4637/4637	---M--	200	added ('OK')	image/png	etag:%2262595801-121d%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-4.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-4.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:16	38823/38823	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97a7%22	https://new.axilthemes.com/demo/template/abstrak/service-business.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-business.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:17	7270/7270	---M--	200	added ('OK')	image/png	etag:%2262595801-1c66%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-5.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-5.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:17	38827/38827	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97ab%22	https://new.axilthemes.com/demo/template/abstrak/service-technology.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-technology.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:17	7114/7114	---M--	200	added ('OK')	image/png	etag:%2262595801-1bca%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-6.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-6.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:18	38839/38839	---MCZ	200	added ('OK')	text/html	etag:W/%2262595801-97b7%22	https://new.axilthemes.com/demo/template/abstrak/service-content-strategy.html	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/service-content-strategy.html	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:18	14756/14756	---M--	200	added ('OK')	image/png	etag:%2262595801-39a4%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/line-9.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/line-9.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:19	4311/4311	---M--	200	added ('OK')	image/png	etag:%2262595801-10d7%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-42.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-42.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:19	777/777	---M--	200	added ('OK')	image/png	etag:%2262595801-309%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-43.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-43.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:21	286287/286287	---M--	200	added ('OK')	image/png	etag:%2262595801-45e4f%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-4.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-4.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:22	282314/282314	---M--	200	added ('OK')	image/png	etag:%2262595801-44eca%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-5.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-5.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:23	208728/208728	---M--	200	added ('OK')	image/png	etag:%2262595801-32f58%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-6.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/case-study-6.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:23	91121/91121	---M--	200	added ('OK')	image/png	etag:%2262595801-163f1%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-7.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-7.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:23	32323/32323	---M--	200	added ('OK')	image/png	etag:%2262595801-7e43%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/line-4.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/line-4.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:24	36541/36541	---M--	200	added ('OK')	image/png	etag:%2262595801-8ebd%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/line-5.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/line-5.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:24	112175/112175	---M--	200	added ('OK')	image/png	etag:%2262595801-1b62f%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-1.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-1.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:25	131409/131409	---M--	200	added ('OK')	image/png	etag:%2262595801-20151%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-2.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-2.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:25	179209/179209	---M--	200	added ('OK')	image/png	etag:%2262595801-2bc09%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-3.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-3.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:25	76186/76186	---M--	200	added ('OK')	image/png	etag:%2262595801-1299a%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-4.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-4.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:26	238496/238496	---M--	200	added ('OK')	image/png	etag:%2262595801-3a3a0%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-6.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-6.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:26	34892/34892	---M--	200	added ('OK')	image/png	etag:%2262595801-884c%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/circle-2.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/circle-2.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:26	206581/206581	---M--	200	added ('OK')	image/png	etag:%2262595801-326f5%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/project/project-5.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/project/project-5.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:26	3512/3512	---M--	200	added ('OK')	image/png	etag:%2262595801-db8%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-2.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-2.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:26	1756/1756	---M--	200	added ('OK')	image/png	etag:%2262595801-6dc%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-1.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/others/bubble-1.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:27	796/796	---M--	200	added ('OK')	image/png	etag:%2262595801-31c%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-7.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-7.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:27	605/605	---M--	200	added ('OK')	image/png	etag:%2262595801-25d%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-8.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-8.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:27	646/646	---M--	200	added ('OK')	image/png	etag:%2262595801-286%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-9.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/icon-9.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:27	576/576	---M--	200	added ('OK')	image/png	etag:%2262595801-240%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/apple.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/apple.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:28	5666/5666	---M--	200	added ('OK')	image/png	etag:%2262595801-1622%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/icon/yelp-2.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/icon/yelp-2.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
22:42:28	5779/5779	---M--	200	added ('OK')	image/png	etag:%2262595801-1693%22	https://new.axilthemes.com/demo/template/abstrak/assets/media/testimonial/testimonial-1.png	B:/kodera_abstrak/new.axilthemes.com/demo/template/abstrak/assets/media/testimonial/testimonial-1.png	(from https://new.axilthemes.com/demo/template/abstrak/index-1.html)
